"GL_CODE","GL_DESC"
"290120100","FRAIS EMISSIONS DES EMPRUNTS"
"290130100","FRAIS AQUISITION IMMOBILISATION"
"290140100","FRAIS EXCEPTIONNEL A ETALER"
"290210100","PROV IMMOBILISATION INCORP EN COURS"
"290220100","PROV FONDS DE COMMERCE"
"290230100","PROV BREVETS, LOGICIELS, LICENCES"
"290240100","PROV ETUDES ET RECHERCHES IMMOBILISABLES"
"290250100","PROV AUTRE IMMOB INCORP"
"291100100","PROV TERRAIN EN EXPLOITATION BANCAIRE"
"291200100","PROV TERRAIN EN LOCATION SIMPLE"
"291310100","PROV TERRAIN EN LOCATION"
"291320100","PROV TERRAINS NON LOUES"
"291400100","PROV TERRAINS ACQUIS PAR ADJUDICATION"
"291400101","PROV TERRAINS ACQUIS PAR DATION"
"291900100","PROV AUTRES TERRAINS"
"292100100","PROV IMMEUBLES EN EXPLOITATION"
"292200100","PROV IMMEUBLES EN LOCATION SIMPLE"
"292310100","PROV IMMEUBLES DONNES EN CREDIT BAIL"
"292320100","PROV IMMEUBLES AFFECTES AU CRED BAIL N LOUES"
"292400100","PROV PROV DEPREC IMMEUBLE"
"292600100","PROV MATERIEL ET MOBILIER EN LOCATION SIMPLE"
"292720100","PROV MAT ET MOB AFFECTES AU CRED BAIL N LOUES"
"292900100","PROV AMORT AUTRES IMMOB CORP"
"293100100","PROV IMMEUBLE D EXPLOITATION"
"293200100","PROV IMMEUBLE EN LOCATION SIMPLE"
"293300100","PROV IMMEUBLE DESTINE AU CREDIT BAIL OU A LA LOCATION AVEC OPTION D ACHAT"
"293500100","PROV MATERIEL ET MOBILIER D EXPLOITATION"
"293600100","PROV MATERIEL ET MOBILIER EN LOCATION SIMPLE"
"293700100","PROV MATERIEL ET MOBILIER DESTINE AU CREDIT BAIL OU A LA LOCATION AVEC OPTION D ACHAT"
"293900100","PROV AUTRES IMMOBILISATIONS CORPORELLES"
"294100100","PROV IMMEUBLE D EXPLOITATION"
"294200100","PROV IMMEUBLE EN LOCATION SIMPLE"
"294300100","PROV IMMEUBLE DESTINE AU CREDIT BAIL OU A LA LOCATION AVEC OPTION D ACHAT"
"294600100","PROV MATERIEL ET MOBILIER EN LOCATION SIMPLE"
"294700100","PROV MATERIEL ET MOBILIER DESTINE AU CREDIT BAIL OU A LA LOCATION AVEC OPTION D ACHAT"
"294900100","PROV AUTRES IMMOBILISATIONS CORPORELLES"
"296100100","PROV DOTATION DES SUCCURSALES  L ETR"
"296200100","PROV ACTION ET PART ETS CREDIT"
"296300100","PROV AUTRES TITRES DE PARTICIPATION"
"296400100","PROV TITRES ACTIVITE DE PORTEFEUILLE"
"296511100","PROV SUR TITRES D INVESTISSEMENTS PRIVES NANTIS BEAC"
"296512100","PROV SUR AUTRES TITRES D INVESTISSEMENTS PRIVES"
"296521100","PROV SUR TITRES D INVESTISSEMENTS PUBLIC NANTIS BEAC"
"296522100","PROV SUR AUTRES TITRES D INVESTISSEMENTS PUBLIC"
"296610100","PROV TITRES IMPAYES"
"296620100","PROV TITRES DOUTEUX"
"296710100","PROV AVANCES CONSTITUANT DES FONDS PROPRES ETS CREDIT CEMAC"
"296720100","PROV AUTRES AVANCES EN COMPTE COURANTS"
"297210100","PROV CREANCES SECURISEES SUR L ETAT"
"297220100","PROV AUTRES CREANCES SUR L ETAT"
"297300100","PROV AUTRES PRET ET TITRES A SOUSCR OBLIGATOIRE"
"297600100","PROV PRETS ET TITRES IMPAYES"
"301100100","CREDITS A L INVESTISSEMENT IMMOBILIER LT SAINS"
"301200100","CREDITS A L HABITAT LT SAINS"
"301300100","CREDITS A L EQUIPEMENT LT SAINS"
"301400100","CREDITS DE CAMPAGNE  LT SAINS"
"301500100","CREDITS A LA CONSOMMATION LT SAINS"
"301600100","CREDITS MORATORIES OU CONSOLIDES SUR L ETAT LT SAINS"
"301710100","CREDITS NON VENTILABLES REECHELONNES LT SAINS"
"301720100","CREDITS NON VENTILABLES RESTRUCTURES LT SAINS"
"301730100","AUTRES CREDITS NON VENTILABLES CONSOLIDES LT SAINS"
"302100100","CREDITS A L INVESTISSEMENT IMMOBILIER LT SENSIBLES"
"302200100","CREDITS A L HABITAT LT SENSIBLES"
"302300100","CREDITS A L EQUIPEMENT LT SENSIBLES"
"302400100","CREDITS DE CAMPAGNE  LT SENSIBLES"
"302500100","CREDITS A LA CONSOMMATION LT SENSIBLES"
"302600100","CREDITS MORATORIES OU CONSOLIDES SUR L ETAT LT SENSIBLES"
"302710100","CREDITS NON VENTILABLES REECHELONNES LT SENSIBLES"
"302720100","CREDITS NON VENTILABLES RESTRUCTURES LT SENSIBLES"
"302730100","AUTRES CREDITS NON VENTILABLES CONSOLIDES LT SENSIBLES"
"308000100","CREANCES RATTACHEES CREDITS LONG TERME SAINS"
"308000101","CREANCES RATTACHEES CREDITS LONG TERME SENSIBLES"
"308000102","CREANCES RATTACHEES CREDITS LONG TERME HABITAT SAINS"
"308000103","CREANCES RATTACHEES CREDITS LONG TERME HABITAT SENSIBLES"
"308000104","CREANCES RATTACHEES CREDITS LONG TERME IMPAYES"
"308000106","CREANCES RATTACHEES CREDITS LONG TERME LOSS"
"308000107","CREANCES RATTACHEES CREDITS LONG TERME HABITAT IMPAYES"
"308000108","CREANCES RATTACHEES CREDITS LONG TERME HABITAT DOUTEUX"
"308000109","CREANCES RATTACHEES CREDITS LONG TERME HABITAT LOSS"
"311100100","CREDITS A L INVESTISSEMENT IMMOBILIER MT SAINS"
"311200100","CREDITS A L HABITAT MT SAINS"
"311300100","CREDITS A L EQUIPEMENT MT SAINS"
"311400100","CREDITS DE CAMPAGNE  MT SAINS"
"311500100","CREDITS A LA CONSOMMATION MT SAINS"
"311600100","CREDITS MORATORIES OU CONSOLIDES SUR L ETAT MT SAINS"
"311710100","CREDITS NON VENTILABLES REECHELONNES MT SAINS"
"311720100","CREDITS NON VENTILABLES RESTRUCTURES MT SAINS"
"311730100","AUTRES CREDITS NON VENTILABLES CONSOLIDES MT SAINS"
"311730101","AUTRES CREDITS CONSOLIDES"
"312100100","CREDITS A L INVESTISSEMENT IMMOBILIER MT SENSIBLES"
"312200100","CREDITS A L HABITAT MT SENSIBLES"
"312300100","CREDITS A L EQUIPEMENT MT SENSIBLES"
"312400100","CREDITS DE CAMPAGNE  MT SENSIBLES"
"312500100","CREDITS A LA CONSOMMATION MT SENSIBLES"
"312600100","CREDITS MORATORIES OU CONSOLIDES SUR L ETAT MT SENSIBLES"
"312710100","CREDITS NON VENTILABLES REECHELONNES MT SENSIBLES"
"312720100","CREDITS NON VENTILABLES RESTRUCTURES MT SENSIBLES"
"312730100","AUTRES CREDITS NON VENTILABLES CONSOLIDES MT SENSIBLES"
"318000100","CREANCES RATTACHEES CREDITS A MOYEN TERME SAINS"
"318000101","CREANCES RATTACHEES CREDITS MOYEN TERME SENSIBLES"
"318000102","CREANCES RATTACHEES CREDITS MOYEN TERME HABITAT SAINS"
"318000103","CREANCES RATTACHEES CREDITS MOYEN TERME HABITAT SENSIBLES"
"318000104","CREANCES RATTACHEES CREDITS MOYEN TERME IMPAYES"
"318000105","CREANCES RATTACHEES CREDITS MOYEN TERME DOUTEUX"
"318000106","CREANCES RATTACHEES CREDITS MOYEN TERME LOSS"
"318000107","CREANCES RATTACHEES CREDITS MOYEN TERME HABITAT IMPAYES"
"318000108","CREANCES RATTACHEES CREDITS MOYEN TERME HABITAT DOUTEUX"
"318000109","CREANCES RATTACHEES CREDITS MOYEN TERME HABITAT LOSS"
"321000100","CHEQUES ESCOMPTES OU A CREDIT IMMEDIAT SAINS"
"321110100","ESCOMPTE COMMERCIAL SAINS"
"321120100","AFFACTURAGE SAINS"
"321130100","ESCOMPTE DOCUMENTAIRE SAINS"
"321200100","CREDITS DE TRESORERIE CT SAINS"
"321300100","CREDITS A L EQUIPEMENT CT SAINS"
"321410100","AVANCES SUR MARCHES PUBLICS NANTIS SAINS"
"321420100","AUTRES CREDITS D ACCOMPAGNEMENT SAINS"
"321510100","CREDITS DE PRODUCTIVITE ET DE PREFINANCEMENT SAINS"
"321520100","CREDIT CAMPAGNE AVANCES EN BLANCS SAINS"
"321530100","CREDIT CAMPAGNE AVANCES SUR STOCKS SAINS"
"321540100","CREDIT CAMPAGNE CREDITS A L EXPORTATION SAINS"
"321550100","CREDITS DE CAMPAGNES CONSOLIDES SAINS"
"321600100","CREDITS A LA CONSOMMATION CT SAINS"
"321710100","CREDITS NON VENTILABLES REECHELONNES CT SAINS"
"321720100","CREDITS NON VENTILABLES RESTRUCTURES CT SAINS"
"321730100","AUTRES CREDITS NON VENTILABLES CONSOLIDES CT SAINS"
"322000100","CHEQUES ESCOMPTES OU A CREDIT IMMEDIAT SENSIBLES"
"322110100","ESCOMPTE COMMERCIAL SENSIBLES"
"322120100","AFFACTURAGE SENSIBLES"
"322130100","ESCOMPTE DOCUMENTAIRE SENSIBLES"
"322200100","CREDITS DE TRESORERIE SENSIBLES"
"322300100","CREDITS A L EQUIPEMENT SENSIBLES"
"322410100","AVANCES SUR MARCHES PUBLICS NANTIS SENSIBLES"
"322420100","AUTRES CREDITS D ACCOMPAGNEMENT SENSIBLES"
"322510100","CREDITS DE PRODUCTIVITE ET DE PREFINANCEMENT SENSIBLES"
"322520100","CREDIT CAMPAGNE AVANCES EN BLANCS SENSIBLES"
"322530100","CREDIT CAMPAGNE AVANCES SUR STOCKS SENSIBLES"
"322540100","CREDIT CAMPAGNE CREDITS A L EXPORTATION SENSIBLES"
"322550100","CREDITS DE CAMPAGNES CONSOLIDES SENSIBLES"
"322600100","CREDITS A LA CONSOMMATION CT SENSIBLES"
"322710100","CREDITS NON VENTILABLES REECHELONNES CT SENSIBLES"
"322720100","CREDITS NON VENTILABLES RESTRUCTURES CT SENSIBLES"
"322730100","AUTRES CREDITS NON VENTILABLES CONSOLIDES CT SENSIBLES"
"328000100","CREANCES RATTACHEES CREDIT COUR TERME SAINS"
"328000101","CREANCES RATTACHEES CREDIT CT SAINS ESCPT CAMP TRESOR"
"328000102","CREANCES RATTACHEES CREDIT COUR TERME SENSIBLE"
"328000103","CREANCES RATTACHEES CREDIT CT SENSIBLE ESCPT CAMP TRESOR"
"328000104","CREANCES RATTACHEES CREDITS COURT TERME IMPAYES"
"328000105","CREANCES RATTACHEES CREDITS COURT TERME DOUTEUX"
"328000106","CREANCES RATTACHEES CREDITS COURT TERME LOSS"
"328000107","CREANCES RATTACHEES CREDIT CT IMPAYES ESCPT CAMP TRESOR"
"328000109","CREANCES RATTACHEES CREDIT CT ESCPT CAMP TRESOR LOSS"
"329000100","CREDIT MORATORIES OU CONSOLIDES SUR L ETAT"
"341000100","CREANCES IMPAYES LT"
"341000101","CREANCES IMPAYES MT"
"341000102","CREANCES IMPAYES CT"
"342100100","CREANCES IMMOBILISEES DIRECTES SUR L ETAT"
"342200100","CREANCES IMMOBILISEES GARANTIES PAR L ETAT"
"342300100","CREANCES IMMOBILISEES AVANCES SUR MARCHES PUBLICS NANTIS"
"342400100","CREANCES IMMOBILISEES AVANCES SUR LES TITRES EMIS PAR L ETAT"
"342500100","CREANCES IMMOBILISEES AUTRES CREANCES IMMOBILISEES"
"344100100","CREANCES DOUTEUSES DEPUIS AU PLUS UN AN COUVERTES PAR DES GARANTIES ELIGIBLES"
"344100101","CREANCES DOUTEUSES DEPUIS AU PLUS UN AN COUVERTES PAR DES GARANTIES ELIGIBLES"
"344200100","CREANCES DOUTEUSES DEPUIS PLUS D UN AN ET AU PLUS DEUX ANS COUVERTES PAR DES GARANTIES ELIGIBLES "
"344200101","CREANCES DOUTEUSES DEPUIS PLUS D'UN AN ET AU PLUS DEUX ANS COUVERTES PAR DES GARANTIES ELIGIBLES "
"344300100","CREANCES DOUTEUSES DEPUIS PLUS DE 2 ANS ET AU PLUS 3 ANS  COUVERTES PAR DES GARANTIES ELIGIBLES"
"344300101","CREANCES DOUTEUSES DEPUIS PLUS DE 2 ANS ET AU PLUS 3 ANS  COUVERTES PAR DES GARANTIES ELIGIBLES"
"344400100","CREANCES DOUTEUSES DEPUIS PLUS DE 3 ANS COUVERTES PAR DES GARANTIES ELIGIBLES"
"344400101","CREANCES DOUTEUSES DEPUIS PLUS DE 3 ANS COUVERTES PAR DES GARANTIES ELIGIBLES"
"345100100","AUTRES CREANCES DOUTEUSES DEPUIS AU PLUS UN AN COUVERTES PAR DES GARANTIES ELIGIBLES"
"345100101","AUTRES CREANCES DOUTEUSES DEPUIS AU PLUS UN AN COUVERTES PAR DES GARANTIES ELIGIBLES"
"345200100","AUTRES CREANCES DOUTEUSES DEPUIS PLUS D UN AN ET AU PLUS DEUX ANS COUVERTES PAR DES GARANTIES ELIGIBLES"
"345200101","AUTRES CREANCES DOUTEUSES DEPUIS PLUS D UN AN ET AU PLUS DEUX ANS COUVERTES PAR DES GARANTIES ELIGIBLES"
"345300100","AUTRES CREANCES DOUTEUSE DEPUIS PLUS DE DEUX ANS"
"345300101","AUTRES CREANCES DOUTEUSE DEPUIS PLUS DE DEUX ANS"
"345800100","CREANCES IRRECOUVRABLES SUR LES GROUPES OU PARTIES LIES "
"345800101","CREANCES IRRECOUVRABLES SUR LES GROUPES OU PARTIES LIES "
"345900100","AUTRES CREANCES IRRECOUVRABLES "
"345900101","AUTRES CREANCES IRRECOUVRABLES "
"346000100","CREAN IMPAYEE CREDIT-BAIL"
"347000100","CREANCES DOUTEUSES SUR LE CREDIT-BAIL"
"347000101","CREANCES DOUTEUSES SUR LE CREDIT-BAIL"
"351000100","BON DE CAISSE PARTICULIERS"
"351000101","BON DE CAISSE NANTIS"
"351000102","COMPTES ET PLANS ÉPARGNE -LOGEMENT"
"351000103","PLANS D'ÉPARGNE -RETRAITE"
"351000104","BON DE CAISSE NANTIS"
"351000105","BON DE CAISSE PARTICULIERS"
"359000100","DETTES RATTACHES BON DE CAISSE"
"361000100","DEPOT A TERME PARTICULIERS"
"361000101","DEPOT A TERME ENTSE PRIVEE"
"361000102","DEPOT A TERME STE D ASSURANCE"
"361000103","DEPOT A TERME NANTIS"
"369000100","DETTES RATTACHES"
"371100100","COMPTES COURANTS SAINS"
"371200100","COMPTES COURANTS SENSIBLES"
"371300100","AUTRES COMPTES COURANTS"
"372100100","COMPTES DE CHEQUES SAINS"
"372100101","COMPTES DE CHEQUES STAFF SAINS"
"372200100","COMPTES DE CHEQUES SENSIBLES"
"372200101","COMPTES DE CHEQUES STAFF SENSIBLES"
"372300100","AUTRES COMPTES DE CHEQUES"
"372300101","AUTRES COMPTES DE CHEQUES STAFF"
"373000100","COMPTES D EPARGNE"
"373000101","COMPTES EPARGNE STAFF"
"373000102","COMPTES D EPARGNE WALLET"
"374000100","DEPOTS DE GARANTIE"
"374000101","DEPOTS DE GARANTIE"
"375000100","AVANCES SUR DEPOTS TERME"
"378000100","CREANCES RATTACHEES SAINS"
"378000101","CREANCES RATTACHEES SENSIBLES"
"379000100","DETTES RATTACHEES "
"381000100","DISPOSITION A PAYER"
"381000101","VIREMENTS INTERBANCAIRES EMIS SYSTAC"
"381000102","VIREMENTS INTERBANCAIRES RECUS"
"381000104","COMPTE D ATTENTE TRANSFERT CREDIT"
"472100163","PRIOR YEAR  OTHERS TAXES"
"472100164","PRIOR YEAR  FIDELITY FRAUD AND OP LOSSES"
"472100165","PRIOR YEAR  MANAGEMENT FEES"
"472100166","PRIOR YEAR  ALLOCATED EXPENSES"
"472100167","PRIOR YEAR  DEPRECIATION"
"472100168","PRIOR YEAR EXPENSES"
"472100169","PRIOR YEAR  OTHER ADMINISTRATIVE"
"472100170","CHARGES A PAYER COMMISSIONS PREFINANCEMENT "
"472200100","PRODUITS PERCUS OU COMPTABILISES D AVANCE"
"472200101","INTERET PERCU D-AVCE CREDIT ISLAMIQUE"
"472200102","LOYERS RECUS D AVANCE"
"472200103","COMMISSIONS PERCUES D AVANCE"
"472200104","AUTRES INTERETS PERCU D AVANCE"
"472200105","AUTRES COMMISSIONS PERCUES D AVANCE"
"472200106","PRODUITS PERCU DAVANCE SUR BON DE TRESOR"
"472200107","SCB COMPTE D ATTENTE STAFF MORTGAGE"
"472200108","AUTRES PRODUITS COMPTABILISES D AVANCE"
"472200109","PRODUITS PERCUS D AVANCE OPS COMMERCE EXTERIEURE"
"475000100","USD COMPTE POSITION DE CHANGE"
"475000101","SAR COMPTE POSITION DE CHANGE"
"475000102","EUR COMPTE POSITION DE CHANGE"
"475000103","XOF COMPTE POSITION DE CHANGE"
"475000104","DKK COMPTE POSITION DE CHANGE"
"475000105","N0K COMPTE POSITION DE CHANGE"
"475000106","GBP COMPTE POSITION DE CHANGE"
"475000107","AED COMPTE POSITION DE CHANGE"
"475000108","AON COMPTE POSITION DE CHANGE"
"475000109","AUD COMPTE POSITION DE CHANGE"
"475000110","BIF COMPTE POSITION DE CHANGE"
"475000111","BND COMPTE POSITION DE CHANGE"
"475000112","BWP COMPTE POSITION DE CHANGE"
"475000113","CDF COMPTE POSITION DE CHANGE"
"475000114","CVE COMPTE POSITION DE CHANGE"
"475000115","DJF COMPTE POSITION DE CHANGE"
"475000116","CHF COMPTE POSITION DE CHANGE"
"475000117","ERN COMPTE POSITION DE CHANGE"
"475000118","GHC COMPTE POSITION DE CHANGE"
"475000119","GMD COMPTE POSITION DE CHANGE"
"475000120","GNF COMPTE POSITION DE CHANGE"
"475000121","INR COMPTE POSITION DE CHANGE"
"475000122","KES COMPTE POSITION DE CHANGE"
"475000123","KMF COMPTE POSITION DE CHANGE"
"475000124","CAD COMPTE POSITION DE CHANGE"
"475000125","LRD COMPTE POSITION DE CHANGE"
"475000126","LSL COMPTE POSITION DE CHANGE"
"475000127","MAD COMPTE POSITION DE CHANGE"
"475000128","MGA COMPTE POSITION DE CHANGE"
"475000129","MRO COMPTE POSITION DE CHANGE"
"475000130","MWK COMPTE POSITION DE CHANGE"
"475000131","MZN COMPTE POSITION DE CHANGE"
"475000132","NAD COMPTE POSITION DE CHANGE"
"475000133","RWF COMPTE POSITION DE CHANGE"
"475000134","SDD COMPTE POSITION DE CHANGE"
"475000135","SEK COMPTE POSITION DE CHANGE"
"475000136","SLL COMPTE POSITION DE CHANGE"
"475000137","SOS COMPTE POSITION DE CHANGE"
"475000138","STD COMPTE POSITION DE CHANGE"
"475000139","SZL COMPTE POSITION DE CHANGE"
"475000140","TZS COMPTE POSITION DE CHANGE"
"475000141","UCA COMPTE POSITION DE CHANGE"
"475000142","JPY COMPTE POSITION DE CHANGE"
"475000143","UGX COMPTE POSITION DE CHANGE"
"475000144","SGD COMPTE POSITION DE CHANGE"
"475000145","YEN COMPTE POSITION DE CHANGE"
"475000146","ZMK COMPTE POSITION DE CHANGE"
"475000147","ZWD COMPTE POSITION DE CHANGE"
"475000148","NGN COMPTE POSITION DE CHANGE"
"475000149","GHS COMPTE POSITION DE CHANGE"
"475000150","ZAR COMPTE POSITION DE CHANGE"
"475000151","TND COMPTE POSITION DE CHANGE"
"475000152","COMPTE POSITION DE CHANGE AUTRES DEV"
"475000153","CNY COMPTE POSITION DE CHANGE"
"475000154","EGP COMPTE POSITION DE CHANGE"
"475000155","ETB COMPTE POSITION DE CHANGE"
"475000156","MYR COMPTE POSITION DE CHANGE"
"475000157","RUB COMPTE POSITION DE CHANGE"
"475000158","TRY COMPTE POSITION DE CHANGE"
"475000159","UAH COMPTE POSITION DE CHANGE"
"476000100","CPTE DE CONT VAL POS CHGE USD"
"476000101","CPTE DE CONT VAL POS CHGE SAR"
"476000102","CPTE DE CONT VAL POS CHGE EURO"
"476000103","CPTE DE CONT VAL POS CHGE XOF"
"476000104","CPTE DE CONT VAL POS CHGE DKK"
"476000105","CPTE DE CONT VAL POS CHGE NOK"
"476000106","CPTE DE CONT VAL POS CHG GBP"
"476000107","CPTE DE CONT VAL POS CHGE AED"
"476000108","CPTE DE CONT VAL POS CHGE AON"
"476000109","CPTE DE CONT VAL POS CHGE AUD"
"476000110","CPTE DE CONT VAL POS CHGE BIF"
"476000111","CPTE DE CONT VAL POS CHGE BND"
"476000112","CPTE DE CONT VAL POS CHGE BWP"
"476000113","CPTE DE CONT VAL POS CHGE CDF"
"476000114","CPTE DE CONT VAL POS CHGE CVE"
"476000115","CPTE DE CONT VAL POS CHGE DJF"
"476000116","CPTE DE CONT VAL POS CHGE CHF"
"476000117","CPTE DE CONT VAL POS CHGE ERN"
"476000118","CPTE DE CONT VAL POS CHGE GHC"
"476000119","CPTE DE CONT VAL POS CHGE GMD"
"476000120","CPTE DE CONT VAL POS CHGE GNF"
"476000121","CPTE DE CONT VAL POS CHGE INR"
"476000122","CPTE DE CONT VAL POS CHGE KES"
"476000123","CPTE DE CONT VAL POS CHGE KMF"
"476000124","CPTE DE CONT VAL POS CHGE CAD"
"476000125","CPTE DE CONT VAL POS CHGE LRD"
"476000126","CPTE DE CONT VAL POS CHGE LSL"
"476000127","CPTE DE CONT VAL POS CHGE MAD"
"476000128","CPTE DE CONT VAL POS CHGE MGA"
"476000129","CPTE DE CONT VAL POS CHGE MRO"
"476000130","CPTE DE CONT VAL POS CHGE MWK"
"476000131","CPTE DE CONT VAL POS CHGE MZN"
"476000132","CPTE DE CONT VAL POS CHGE NAD"
"476000133","CPTE DE CONT VAL POS CHGE RWF"
"476000134","CPTE DE CONT VAL POS CHGE SDD"
"476000135","CPTE DE CONT VAL POS CHGE SEK"
"476000136","CPTE DE CONT VAL POS CHGE SLL"
"476000137","CPTE DE CONT VAL POS CHGE SOS"
"476000138","CPTE DE CONT VAL POS CHGE STD"
"476000139","CPTE DE CONT VAL POS CHGE SZL"
"476000140","CPTE DE CONT VAL POS CHGE TZS"
"476000141","CPTE DE CONT VAL POS CHGE UCA"
"476000142","CPTE DE CONT VAL POS CHGE JPY"
"476000143","CPTE DE CONT VAL POS CHGE UGX"
"476000144","CPTE DE CONT VAL POS CHGE SGD"
"476000145","CPTE DE CONT VAL POS CHGE YEN"
"476000146","CPTE DE CONT VAL POS CHGE ZMK"
"476000147","CPTE DE CONT VAL POS CHGE ZWD"
"476000148","CPTE DE CONT VAL POS CHGE NGN"
"476000149","CPTE DE CONT VAL POS CHGE GHS"
"476000150","CPTE DE CONT VAL POS CHGE ZAR"
"476000151","CPTE DE CONT VAL POS CHGE TND"
"476000152","CPTE DE CONT VAL POS CHGE AUTRES DEV"
"476000153","CPTE DE CONT VAL POS CHGE CNY"
"476000154","CPTE DE CONT VAL POS CHGE EGP"
"476000155","CPTE DE CONT VAL POS CHGE ETB"
"476000156","CPTE DE CONT VAL POS CHGE MYR"
"476000157","CPTE DE CONT VAL POS CHGE RUB"
"476000158","CPTE DE CONT VAL POS CHGE TRY"
"476000159","CPTE DE CONT VAL POS CHGE UAH"
"477000100","COMPTES D AJUSTEMENT DEVISES"
"480000100","AVANCES AUX FOURNISSEURS DE BIENS ET SERVICES EN SOUFFRANCE"
"481000100","VALEUR A L ENCAISSEMENT EN SOUFFRANCE"
"482000100","AVANCES CONSETIES AU PERSONNEL EN SOUFFRANCE"
"485000100","OPS ENTRE SUCCURSALES ET AUTRES AGCES EN SOUFFRANCE"
"486000100","CREANCES SUR DEBIT DIVERS EN SOUFFRANCE"
"486000101","DEBITEURS DIVERS EN SOUFFRANCE CHEQUES PERDUS"
"486000102","AUTRES DEBITEURS DIVERS EN SOUFFRANCE "
"490000100","PROVISIONS PR DEPRECIATION DES AVCES AUX FSEURS DE BIENS ET SERVICES"
"491000100","PROVISIONS PR DEPRECIATION DES CPTES DE RECOUVREMENT"
"492000100","PROVISIONS PR DEPRECIATION DES AVCES CONSENTIES AU PERSONNEL"
"495000100","PROVISIONS PR DEPRECIATION DES CPTES DE SUCCURSALES ET AGENCES"
"496000100","PROV DEPREC COMPTES DEBITEURS DIVERS"
"496000101","PROV DEPREC COMPTES DEBITEURS DIVERS"
"511100100","ACTIONS ET PARTS D ETS DE CRED PLACEMENT"
"511200100","BONS DE TRESOR - PLACEMENT"
"511300100","AUTRES ACTIONS ET PARTS NEGOCIABLES PLACEMENT"
"511410100","OBLIGATIONS DU TRESOR ASSIMILABLES PLACEMENT"
"511420100","AUTRES OBLIGATIONS ET BONS ASSIMILES PLACEMENT"
"511500100","OBLIGS PROPRES RACHETEES ANTICIPATION - PLACEMENT"
"511600100","AUTRES TITRES A COURT TERME - PLACEMENT"
"511700100","TITRES DOUTEUX - PLACEMENT"
"511800100","CREANCES RATTACHEES - PLACEMENT"
"512100100","ACTIONS ET PARTS D ETS DE CRED - TRANSACTION"
"512200100","BONS DE TRESOR - TRANSACTION"
"512300100","AUTRES ACTIONS ET PARTS NEGOCIABLES - TRANSACTION"
"512410100","OBLIGATIONS DU TRESOR ASSIMILABLES TRANSACTIONS"
"512420100","AUTRES OBLIGATIONS ET BONS ASSIMILES TRANSACTIONS"
"512500100","OBLIGS PROPRES RACHETEES ANTICIPATION - TRANSACTION"
"512600100","AUTRES TITRES A COURT TERME - TRANSACTION"
"512800100","CREANCES RATTACHEES - TRANSACTION"
"521100100","OPS INTERBANCAIRES - PRÊT AU JR LE JR - FILIALES"
"521100101","OPS INTERBANCAIRES - PRÊT AU JR LE JR - AUTRES"
"521200100","OPS INTERBANCAIRES PRETS A TERME - FILIALES"
"521200101","OPS INTERBANCAIRES PRETS A TERME - AUTRES"
"521300100","VAL  RECU PENSION OPS INTERB"
"521400100","OPS INTERB EMPRUNTS AU JR LE JR - FILIALES"
"521400101","OPS INTERB EMPRUNTS AU JR LE JR - AUTRES"
"521500100","OPS INTERB EMPRUNTS A TERME - FILIALES"
"521500101","OPS INTERB EMPRUNTS A TERME - AUTRES"
"521600100","VALEURS DONNEES EN PENSION"
"522100100","REFINANCEMENT MM GUICHET A - EMPRUNTS SUR APPEL D OFFRE"
"522200100","REFINANCEMENT MM GUICHET A - EMPRUNT SUR MISE EN PENSION"
"522300100","REFINANCEMENT MM GUICHET A - EMPRUNTS INTERVENTION PONCTUELLES"
"522400100","REFINANCEMENT MM GUICHET A - EMPRUNT EXCEPTIONELS SUR PLACEMENTS"
"522500100","AUTRES EMPRUNTS AU GUICHET A"
"523100100","REFIN DES CRDITS MOYEN TERM IRRÉVOC AU GUICHET B"
"523200100","AUTRES EMPRUNTS AU GUICHET B"
"524100100","DÉPASS DE LA FACULTÉ D AV GUICHET A"
"524200100","SANCTIONS DISCIPLINAIRES"
"524300100","AUTRES AVANCES AU TAUX DE PÉNALITÉ"
"525100100","PLACEMENTS A 7 JOURS"
"525300100","PLACEMENTS A 84 JOURS"
"525400100","AUTRES PLACEMENT"
"526000100","BEAC RESERVES OBLIGATOIRES"
"528000100","CREANCES RATTACHEES MARCHE MONETAIRE - FILIALES"
"528000101","CREANCES RATTACHEES MARCHE MONETAIRE - AUTRES"
"529000100","DETTES RATTACHEES MARCHE MONETAIRE - FILIALES"
"529000101","DETTES RATTACHEES MARCHE MONETAIRE - AUTRES"
"531000100","AUTRES VAL RECUES EN PENSION OU ACHETEES FERMES"
"532000100","AUTRES VAL DONNEES EN PENSION OU VENDUES FERMES"
"538000100","CREANCES RATTACHEES AUTRE VAL DON PENSION OU ACHETE FERME"
"541100100","PRETS A TERME BANQ CENTRALE"
"541200100","PRETS A TERME INST FIN SPECIAL"
"541300100","PRETS A TERME BANQUE ASSOCIEES"
"541400100","PRETS A TERME BANK NON ASSOC."
"541500100","ETS DE MICROFINANCE"
"541600100","PRET A TERME ETS FIN ASSOCIES"
"541700100","PRET A TERME ETS FIN NON ASSOCIES"
"541800100","PRET A TERME CAISSES D EPARGNE POSTALE ET CHEQUES POSTAUX"
"541900100","PRET A TERME AUTRES INST FINANCIERES INTERNATIONALES"
"542100100","CPT A TERME NOSTRI BANQ. CENTRALE"
"542200100","CPT A TERME NOSTRI INST FIN SPECIAL"
"542300100","CPT A TERME NOSTRI BQ ASSOC"
